material_code,date,shop,leadtime_days
100133,2024-09-01 18:18:15.938575,Piacenza,11.1
100133,2024-10-01 18:18:15.938575,Piacenza,17.6
100133,2024-11-01 18:18:15.938575,Piacenza,15.5
100133,2024-12-01 18:18:15.938575,Piacenza,10.9
100133,2025-01-01 18:18:15.938575,Piacenza,15.3
100133,2025-02-01 18:18:15.938575,Piacenza,10.9
100133,2025-03-01 18:18:15.938575,Piacenza,18.8
100133,2025-04-01 18:18:15.938575,Piacenza,16.4
100133,2025-05-01 18:18:15.938575,Piacenza,13.8
100133,2025-06-01 18:18:15.938575,Piacenza,17.8
100133,2025-07-01 18:18:15.938575,Piacenza,9.3
100133,2025-08-01 18:18:15.938575,Piacenza,11.8
100133,2025-09-01 18:18:15.938575,Piacenza,13.2
100133,2025-10-01 18:18:15.938575,Piacenza,20.7
100133,2025-11-01 18:18:15.938575,Piacenza,10.8
100133,2025-12-01 18:18:15.938575,Piacenza,8.9
100133,2026-01-01 18:18:15.938575,Piacenza,9.7
100134,2024-02-01 18:18:15.938575,Piacenza,16.7
100134,2024-03-01 18:18:15.938575,Piacenza,12.2
100134,2024-04-01 18:18:15.938575,Piacenza,13.5
100134,2024-05-01 18:18:15.938575,Piacenza,16.3
100134,2024-06-01 18:18:15.938575,Piacenza,13.5
100134,2024-07-01 18:18:15.938575,Piacenza,14.6
100134,2024-08-01 18:18:15.938575,Piacenza,15.6
100134,2024-09-01 18:18:15.938575,Piacenza,12.7
100134,2024-10-01 18:18:15.938575,Piacenza,13.5
100134,2024-11-01 18:18:15.938575,Piacenza,14.7
100134,2024-12-01 18:18:15.938575,Piacenza,16.6
100134,2025-01-01 18:18:15.938575,Piacenza,11.6
100134,2025-02-01 18:18:15.938575,Piacenza,5.0
100134,2025-03-01 18:18:15.938575,Piacenza,16.0
100134,2025-04-01 18:18:15.938575,Piacenza,16.8
100134,2025-05-01 18:18:15.938575,Piacenza,14.6
100134,2025-06-01 18:18:15.938575,Piacenza,14.8
100134,2025-07-01 18:18:15.938575,Piacenza,12.3
100134,2025-08-01 18:18:15.938575,Piacenza,15.5
100134,2025-09-01 18:18:15.938575,Piacenza,16.6
100134,2025-10-01 18:18:15.938575,Piacenza,14.2
100134,2025-11-01 18:18:15.938575,Piacenza,21.5
100134,2025-12-01 18:18:15.938575,Piacenza,9.3
100134,2026-01-01 18:18:15.938575,Piacenza,14.5
100135,2024-02-01 18:18:15.938575,Piacenza,10.5
100135,2024-03-01 18:18:15.938575,Piacenza,16.6
100135,2024-04-01 18:18:15.938575,Piacenza,9.3
100135,2024-05-01 18:18:15.938575,Piacenza,10.0
100135,2024-06-01 18:18:15.938575,Piacenza,12.1
100135,2024-07-01 18:18:15.938575,Piacenza,14.8
100135,2024-08-01 18:18:15.938575,Piacenza,12.2
100135,2024-09-01 18:18:15.938575,Piacenza,12.2
100135,2024-10-01 18:18:15.938575,Piacenza,13.5
100135,2024-11-01 18:18:15.938575,Piacenza,13.3
100135,2024-12-01 18:18:15.938575,Piacenza,18.5
100135,2025-01-01 18:18:15.938575,Piacenza,16.1
100135,2025-02-01 18:18:15.938575,Piacenza,13.0
100135,2025-03-01 18:18:15.938575,Piacenza,20.3
100135,2025-04-01 18:18:15.938575,Piacenza,15.5
100135,2025-05-01 18:18:15.938575,Piacenza,11.1
100135,2025-06-01 18:18:15.938575,Piacenza,14.8
100135,2025-07-01 18:18:15.938575,Piacenza,15.6
100135,2025-08-01 18:18:15.938575,Piacenza,11.9
100135,2025-09-01 18:18:15.938575,Piacenza,10.8
100135,2025-10-01 18:18:15.938575,Piacenza,14.3
100135,2025-11-01 18:18:15.938575,Piacenza,12.9
100135,2025-12-01 18:18:15.938575,Piacenza,18.4
100135,2026-01-01 18:18:15.938575,Piacenza,16.2
100136,2024-02-01 18:18:15.938575,Piacenza,12.1
100136,2024-03-01 18:18:15.938575,Piacenza,15.3
100136,2024-04-01 18:18:15.938575,Piacenza,17.8
100136,2024-05-01 18:18:15.938575,Piacenza,9.8
100136,2024-06-01 18:18:15.938575,Piacenza,10.9
100136,2024-07-01 18:18:15.938575,Piacenza,14.0
100136,2024-08-01 18:18:15.938575,Piacenza,14.1
100136,2024-09-01 18:18:15.938575,Piacenza,13.8
100136,2024-10-01 18:18:15.938575,Piacenza,13.1
100136,2024-11-01 18:18:15.938575,Piacenza,13.0
100136,2024-12-01 18:18:15.938575,Piacenza,15.2
100136,2025-01-01 18:18:15.938575,Piacenza,17.4
100136,2025-02-01 18:18:15.938575,Piacenza,12.6
100136,2025-03-01 18:18:15.938575,Piacenza,21.3
100136,2025-04-01 18:18:15.938575,Piacenza,19.9
100136,2025-05-01 18:18:15.938575,Piacenza,18.0
100136,2025-06-01 18:18:15.938575,Piacenza,15.9
100136,2025-07-01 18:18:15.938575,Piacenza,20.0
100136,2025-08-01 18:18:15.938575,Piacenza,13.1
100136,2025-09-01 18:18:15.938575,Piacenza,11.5
100136,2025-10-01 18:18:15.938575,Piacenza,12.4
100136,2025-11-01 18:18:15.938575,Piacenza,11.0
100136,2025-12-01 18:18:15.938575,Piacenza,14.4
100136,2026-01-01 18:18:15.938575,Piacenza,14.9
100137,2024-02-01 18:18:15.938575,Piacenza,14.6
100137,2024-03-01 18:18:15.938575,Piacenza,14.0
100137,2024-04-01 18:18:15.938575,Piacenza,14.4
100137,2024-05-01 18:18:15.938575,Piacenza,19.2
100137,2024-06-01 18:18:15.938575,Piacenza,15.9
100137,2024-07-01 18:18:15.938575,Piacenza,16.8
100137,2024-08-01 18:18:15.938575,Piacenza,14.6
100137,2024-09-01 18:18:15.938575,Piacenza,9.2
100137,2024-10-01 18:18:15.938575,Piacenza,8.6
100137,2024-11-01 18:18:15.938575,Piacenza,20.2
100137,2024-12-01 18:18:15.938575,Piacenza,12.4
100137,2025-01-01 18:18:15.938575,Piacenza,12.1
100137,2025-02-01 18:18:15.938575,Piacenza,14.7
100137,2025-03-01 18:18:15.938575,Piacenza,15.7
100137,2025-04-01 18:18:15.938575,Piacenza,16.0
100137,2025-05-01 18:18:15.938575,Piacenza,19.3
100137,2025-06-01 18:18:15.938575,Piacenza,18.5
100137,2025-07-01 18:18:15.938575,Piacenza,11.6
100137,2025-08-01 18:18:15.938575,Piacenza,16.9
100137,2025-09-01 18:18:15.938575,Piacenza,12.8
100137,2025-10-01 18:18:15.938575,Piacenza,13.6
100137,2025-11-01 18:18:15.938575,Piacenza,10.7
100137,2025-12-01 18:18:15.938575,Piacenza,8.9
100137,2026-01-01 18:18:15.938575,Piacenza,13.9
100138,2024-02-01 18:18:15.938575,Piacenza,11.1
100138,2024-03-01 18:18:15.938575,Piacenza,16.8
100138,2024-04-01 18:18:15.938575,Piacenza,13.2
100138,2024-05-01 18:18:15.938575,Piacenza,14.9
100138,2024-06-01 18:18:15.938575,Piacenza,18.1
100138,2024-07-01 18:18:15.938575,Piacenza,9.5
100138,2024-08-01 18:18:15.938575,Piacenza,11.8
100138,2024-09-01 18:18:15.938575,Piacenza,14.5
100138,2024-10-01 18:18:15.938575,Piacenza,14.9
100138,2024-11-01 18:18:15.938575,Piacenza,17.3
100138,2024-12-01 18:18:15.938575,Piacenza,16.6
100138,2025-01-01 18:18:15.938575,Piacenza,14.3
100138,2025-02-01 18:18:15.938575,Piacenza,14.9
100138,2025-03-01 18:18:15.938575,Piacenza,15.0
100138,2025-04-01 18:18:15.938575,Piacenza,9.6
100138,2025-05-01 18:18:15.938575,Piacenza,13.5
100138,2025-06-01 18:18:15.938575,Piacenza,14.7
100138,2025-07-01 18:18:15.938575,Piacenza,15.4
100138,2025-08-01 18:18:15.938575,Piacenza,11.2
100138,2025-09-01 18:18:15.938575,Piacenza,10.2
100138,2025-10-01 18:18:15.938575,Piacenza,13.3
100138,2025-11-01 18:18:15.938575,Piacenza,19.9
100138,2025-12-01 18:18:15.938575,Piacenza,11.5
100138,2026-01-01 18:18:15.938575,Piacenza,17.5
100139,2024-02-01 18:18:15.938575,Piacenza,18.8
100139,2024-03-01 18:18:15.938575,Piacenza,14.1
100139,2024-04-01 18:18:15.938575,Piacenza,12.0
100139,2024-05-01 18:18:15.938575,Piacenza,15.5
100139,2024-06-01 18:18:15.938575,Piacenza,14.6
100139,2024-07-01 18:18:15.938575,Piacenza,11.4
100139,2024-08-01 18:18:15.938575,Piacenza,12.0
100139,2024-09-01 18:18:15.938575,Piacenza,15.4
100139,2024-10-01 18:18:15.938575,Piacenza,16.8
100139,2024-11-01 18:18:15.938575,Piacenza,13.0
100139,2024-12-01 18:18:15.938575,Piacenza,13.8
100139,2025-01-01 18:18:15.938575,Piacenza,16.0
100139,2025-02-01 18:18:15.938575,Piacenza,13.5
100139,2025-03-01 18:18:15.938575,Piacenza,13.1
100139,2025-04-01 18:18:15.938575,Piacenza,11.7
100139,2025-05-01 18:18:15.938575,Piacenza,11.7
100139,2025-06-01 18:18:15.938575,Piacenza,22.0
100139,2025-07-01 18:18:15.938575,Piacenza,13.4
100139,2025-08-01 18:18:15.938575,Piacenza,18.1
100139,2025-09-01 18:18:15.938575,Piacenza,19.1
100139,2025-10-01 18:18:15.938575,Piacenza,13.4
100139,2025-11-01 18:18:15.938575,Piacenza,15.1
100139,2025-12-01 18:18:15.938575,Piacenza,14.3
100139,2026-01-01 18:18:15.938575,Piacenza,9.2
100140,2024-02-01 18:18:15.938575,Piacenza,9.3
100140,2024-03-01 18:18:15.938575,Piacenza,14.1
100140,2024-04-01 18:18:15.938575,Piacenza,12.7
100140,2024-05-01 18:18:15.938575,Piacenza,19.7
100140,2024-06-01 18:18:15.938575,Piacenza,13.3
100140,2024-07-01 18:18:15.938575,Piacenza,19.9
100140,2024-08-01 18:18:15.938575,Piacenza,12.6
100140,2024-09-01 18:18:15.938575,Piacenza,19.7
100140,2024-10-01 18:18:15.938575,Piacenza,15.5
100140,2024-11-01 18:18:15.938575,Piacenza,15.7
100140,2024-12-01 18:18:15.938575,Piacenza,12.5
100140,2025-01-01 18:18:15.938575,Piacenza,15.7
100140,2025-02-01 18:18:15.938575,Piacenza,19.1
100140,2025-03-01 18:18:15.938575,Piacenza,13.6
100140,2025-04-01 18:18:15.938575,Piacenza,13.0
100140,2025-05-01 18:18:15.938575,Piacenza,13.3
100140,2025-06-01 18:18:15.938575,Piacenza,18.9
100140,2025-07-01 18:18:15.938575,Piacenza,16.6
100140,2025-08-01 18:18:15.938575,Piacenza,18.3
100140,2025-09-01 18:18:15.938575,Piacenza,14.9
100140,2025-10-01 18:18:15.938575,Piacenza,14.1
100140,2025-11-01 18:18:15.938575,Piacenza,15.3
100140,2025-12-01 18:18:15.938575,Piacenza,17.2
100140,2026-01-01 18:18:15.938575,Piacenza,13.3
100141,2024-02-01 18:18:15.938575,Piacenza,18.1
100141,2024-03-01 18:18:15.938575,Piacenza,15.1
100141,2024-04-01 18:18:15.938575,Piacenza,6.8
100141,2024-05-01 18:18:15.938575,Piacenza,16.7
100141,2024-06-01 18:18:15.938575,Piacenza,10.2
100141,2024-07-01 18:18:15.938575,Piacenza,16.6
100141,2024-08-01 18:18:15.938575,Piacenza,16.7
100141,2024-09-01 18:18:15.938575,Piacenza,15.0
100141,2024-10-01 18:18:15.938575,Piacenza,15.6
100141,2024-11-01 18:18:15.938575,Piacenza,17.3
100141,2024-12-01 18:18:15.938575,Piacenza,12.5
100141,2025-01-01 18:18:15.938575,Piacenza,16.4
100141,2025-02-01 18:18:15.938575,Piacenza,17.5
100141,2025-03-01 18:18:15.938575,Piacenza,19.3
100141,2025-04-01 18:18:15.938575,Piacenza,10.7
100141,2025-05-01 18:18:15.938575,Piacenza,15.2
100141,2025-06-01 18:18:15.938575,Piacenza,11.1
100141,2025-07-01 18:18:15.938575,Piacenza,11.0
100141,2025-08-01 18:18:15.938575,Piacenza,15.1
100141,2025-09-01 18:18:15.938575,Piacenza,14.2
100141,2025-10-01 18:18:15.938575,Piacenza,17.4
100141,2025-11-01 18:18:15.938575,Piacenza,13.0
100141,2025-12-01 18:18:15.938575,Piacenza,13.6
100141,2026-01-01 18:18:15.938575,Piacenza,14.6
100142,2024-02-01 18:18:15.938575,Piacenza,11.4
100142,2024-03-01 18:18:15.938575,Piacenza,11.8
100142,2024-04-01 18:18:15.938575,Piacenza,17.3
100142,2024-05-01 18:18:15.938575,Piacenza,12.4
100142,2024-06-01 18:18:15.938575,Piacenza,17.5
100142,2024-07-01 18:18:15.938575,Piacenza,15.8
100142,2024-08-01 18:18:15.938575,Piacenza,9.4
100142,2024-09-01 18:18:15.938575,Piacenza,15.6
100142,2024-10-01 18:18:15.938575,Piacenza,15.6
100142,2024-11-01 18:18:15.938575,Piacenza,15.3
100142,2024-12-01 18:18:15.938575,Piacenza,13.6
100142,2025-01-01 18:18:15.938575,Piacenza,11.2
100142,2025-02-01 18:18:15.938575,Piacenza,18.0
100142,2025-03-01 18:18:15.938575,Piacenza,13.7
100142,2025-04-01 18:18:15.938575,Piacenza,11.3
100142,2025-05-01 18:18:15.938575,Piacenza,15.4
100142,2025-06-01 18:18:15.938575,Piacenza,11.8
100142,2025-07-01 18:18:15.938575,Piacenza,11.2
100142,2025-08-01 18:18:15.938575,Piacenza,12.9
100142,2025-09-01 18:18:15.938575,Piacenza,12.0
100142,2025-10-01 18:18:15.938575,Piacenza,11.3
100142,2025-11-01 18:18:15.938575,Piacenza,16.4
100142,2025-12-01 18:18:15.938575,Piacenza,13.7
100142,2026-01-01 18:18:15.938575,Piacenza,17.8
100143,2024-02-01 18:18:15.938575,Piacenza,11.4
100143,2024-03-01 18:18:15.938575,Piacenza,8.8
100143,2024-04-01 18:18:15.938575,Piacenza,14.4
100143,2024-05-01 18:18:15.938575,Piacenza,19.6
100143,2024-06-01 18:18:15.938575,Piacenza,15.6
100143,2024-07-01 18:18:15.938575,Piacenza,23.6
100143,2024-08-01 18:18:15.938575,Piacenza,15.0
100143,2024-09-01 18:18:15.938575,Piacenza,14.7
100143,2024-10-01 18:18:15.938575,Piacenza,7.5
100143,2024-11-01 18:18:15.938575,Piacenza,15.3
100143,2024-12-01 18:18:15.938575,Piacenza,14.5
100143,2025-01-01 18:18:15.938575,Piacenza,12.8
100143,2025-02-01 18:18:15.938575,Piacenza,13.6
100143,2025-03-01 18:18:15.938575,Piacenza,13.8
100143,2025-04-01 18:18:15.938575,Piacenza,13.5
100143,2025-05-01 18:18:15.938575,Piacenza,20.3
100143,2025-06-01 18:18:15.938575,Piacenza,12.9
100143,2025-07-01 18:18:15.938575,Piacenza,14.5
100143,2025-08-01 18:18:15.938575,Piacenza,12.8
100143,2025-09-01 18:18:15.938575,Piacenza,16.4
100143,2025-10-01 18:18:15.938575,Piacenza,14.5
100143,2025-11-01 18:18:15.938575,Piacenza,13.2
100143,2025-12-01 18:18:15.938575,Piacenza,8.2
100143,2026-01-01 18:18:15.938575,Piacenza,14.7
100144,2024-02-01 18:18:15.938575,Piacenza,13.1
100144,2024-03-01 18:18:15.938575,Piacenza,13.8
100144,2024-04-01 18:18:15.938575,Piacenza,10.5
100144,2024-05-01 18:18:15.938575,Piacenza,18.3
100144,2024-06-01 18:18:15.938575,Piacenza,16.6
100144,2024-07-01 18:18:15.938575,Piacenza,18.3
100144,2024-08-01 18:18:15.938575,Piacenza,17.4
100144,2024-09-01 18:18:15.938575,Piacenza,15.8
100144,2024-10-01 18:18:15.938575,Piacenza,10.6
100144,2024-11-01 18:18:15.938575,Piacenza,19.5
100144,2024-12-01 18:18:15.938575,Piacenza,11.2
100144,2025-01-01 18:18:15.938575,Piacenza,13.2
100144,2025-02-01 18:18:15.938575,Piacenza,16.1
100144,2025-03-01 18:18:15.938575,Piacenza,16.3
100144,2025-04-01 18:18:15.938575,Piacenza,15.7
100144,2025-05-01 18:18:15.938575,Piacenza,12.8
100144,2025-06-01 18:18:15.938575,Piacenza,12.2
100144,2025-07-01 18:18:15.938575,Piacenza,21.6
100144,2025-08-01 18:18:15.938575,Piacenza,13.9
100144,2025-09-01 18:18:15.938575,Piacenza,13.5
100144,2025-10-01 18:18:15.938575,Piacenza,11.9
100144,2025-11-01 18:18:15.938575,Piacenza,14.7
100144,2025-12-01 18:18:15.938575,Piacenza,14.6
100144,2026-01-01 18:18:15.938575,Piacenza,14.0
100145,2024-02-01 18:18:15.938575,Piacenza,15.1
100145,2024-03-01 18:18:15.938575,Piacenza,19.3
100145,2024-04-01 18:18:15.938575,Piacenza,12.2
100145,2024-05-01 18:18:15.938575,Piacenza,14.1
100145,2024-06-01 18:18:15.938575,Piacenza,12.1
100145,2024-07-01 18:18:15.938575,Piacenza,14.9
100145,2024-08-01 18:18:15.938575,Piacenza,12.3
100145,2024-09-01 18:18:15.938575,Piacenza,12.4
100145,2024-10-01 18:18:15.938575,Piacenza,9.6
100145,2024-11-01 18:18:15.938575,Piacenza,14.3
100145,2024-12-01 18:18:15.938575,Piacenza,15.3
100145,2025-01-01 18:18:15.938575,Piacenza,19.6
100145,2025-02-01 18:18:15.938575,Piacenza,15.4
100145,2025-03-01 18:18:15.938575,Piacenza,12.7
100145,2025-04-01 18:18:15.938575,Piacenza,9.9
100145,2025-05-01 18:18:15.938575,Piacenza,10.3
100145,2025-06-01 18:18:15.938575,Piacenza,10.1
100145,2025-07-01 18:18:15.938575,Piacenza,19.6
100145,2025-08-01 18:18:15.938575,Piacenza,14.9
100145,2025-09-01 18:18:15.938575,Piacenza,12.3
100145,2025-10-01 18:18:15.938575,Piacenza,11.1
100145,2025-11-01 18:18:15.938575,Piacenza,11.4
100145,2025-12-01 18:18:15.938575,Piacenza,12.2
100145,2026-01-01 18:18:15.938575,Piacenza,17.9
100146,2024-02-01 18:18:15.938575,Piacenza,13.9
100146,2024-03-01 18:18:15.938575,Piacenza,9.7
100146,2024-04-01 18:18:15.938575,Piacenza,20.9
100146,2024-05-01 18:18:15.938575,Piacenza,10.6
100146,2024-06-01 18:18:15.938575,Piacenza,12.2
100146,2024-07-01 18:18:15.938575,Piacenza,17.9
100146,2024-08-01 18:18:15.938575,Piacenza,15.2
100146,2024-09-01 18:18:15.938575,Piacenza,12.6
100146,2024-10-01 18:18:15.938575,Piacenza,10.3
100146,2024-11-01 18:18:15.938575,Piacenza,11.1
100146,2024-12-01 18:18:15.938575,Piacenza,11.3
100146,2025-01-01 18:18:15.938575,Piacenza,14.0
100146,2025-02-01 18:18:15.938575,Piacenza,14.6
100146,2025-03-01 18:18:15.938575,Piacenza,13.6
100146,2025-04-01 18:18:15.938575,Piacenza,13.9
100146,2025-05-01 18:18:15.938575,Piacenza,10.8
100146,2025-06-01 18:18:15.938575,Piacenza,14.9
100146,2025-07-01 18:18:15.938575,Piacenza,17.8
100146,2025-08-01 18:18:15.938575,Piacenza,13.5
100146,2025-09-01 18:18:15.938575,Piacenza,13.5
100146,2025-10-01 18:18:15.938575,Piacenza,14.2
100146,2025-11-01 18:18:15.938575,Piacenza,17.4
100146,2025-12-01 18:18:15.938575,Piacenza,11.3
100146,2026-01-01 18:18:15.938575,Piacenza,18.4
100147,2024-02-01 18:18:15.938575,Piacenza,15.3
100147,2024-03-01 18:18:15.938575,Piacenza,14.1
100147,2024-04-01 18:18:15.938575,Piacenza,17.6
100147,2024-05-01 18:18:15.938575,Piacenza,10.5
100147,2024-06-01 18:18:15.938575,Piacenza,15.6
100147,2024-07-01 18:18:15.938575,Piacenza,15.3
100147,2024-08-01 18:18:15.938575,Piacenza,11.2
100147,2024-09-01 18:18:15.938575,Piacenza,15.4
100147,2024-10-01 18:18:15.938575,Piacenza,14.8
100147,2024-11-01 18:18:15.938575,Piacenza,13.5
100147,2024-12-01 18:18:15.938575,Piacenza,16.6
100147,2025-01-01 18:18:15.938575,Piacenza,12.3
100147,2025-02-01 18:18:15.938575,Piacenza,14.8
100147,2025-03-01 18:18:15.938575,Piacenza,13.6
100147,2025-04-01 18:18:15.938575,Piacenza,12.2
100147,2025-05-01 18:18:15.938575,Piacenza,15.5
100147,2025-06-01 18:18:15.938575,Piacenza,13.4
100147,2025-07-01 18:18:15.938575,Piacenza,9.6
100147,2025-08-01 18:18:15.938575,Piacenza,8.6
100147,2025-09-01 18:18:15.938575,Piacenza,16.4
100147,2025-10-01 18:18:15.938575,Piacenza,10.3
100147,2025-11-01 18:18:15.938575,Piacenza,14.8
100147,2025-12-01 18:18:15.938575,Piacenza,14.2
100147,2026-01-01 18:18:15.938575,Piacenza,12.9
100148,2024-02-01 18:18:15.938575,Piacenza,19.9
100148,2024-03-01 18:18:15.938575,Piacenza,14.5
100148,2024-04-01 18:18:15.938575,Piacenza,16.3
100148,2024-05-01 18:18:15.938575,Piacenza,14.9
100148,2024-06-01 18:18:15.938575,Piacenza,13.3
100148,2024-07-01 18:18:15.938575,Piacenza,13.9
100148,2024-08-01 18:18:15.938575,Piacenza,18.4
100148,2024-09-01 18:18:15.938575,Piacenza,17.3
100148,2024-10-01 18:18:15.938575,Piacenza,19.9
100148,2024-11-01 18:18:15.938575,Piacenza,14.7
100148,2024-12-01 18:18:15.938575,Piacenza,11.4
100148,2025-01-01 18:18:15.938575,Piacenza,12.7
100148,2025-02-01 18:18:15.938575,Piacenza,10.4
100148,2025-03-01 18:18:15.938575,Piacenza,16.3
100148,2025-04-01 18:18:15.938575,Piacenza,12.2
100148,2025-05-01 18:18:15.938575,Piacenza,5.0
100148,2025-06-01 18:18:15.938575,Piacenza,21.4
100148,2025-07-01 18:18:15.938575,Piacenza,12.3
100148,2025-08-01 18:18:15.938575,Piacenza,12.3
100148,2025-09-01 18:18:15.938575,Piacenza,19.0
100148,2025-10-01 18:18:15.938575,Piacenza,10.4
100148,2025-11-01 18:18:15.938575,Piacenza,17.4
100148,2025-12-01 18:18:15.938575,Piacenza,12.2
100148,2026-01-01 18:18:15.938575,Piacenza,10.0
100149,2024-02-01 18:18:15.938575,Piacenza,19.1
100149,2024-03-01 18:18:15.938575,Piacenza,16.8
100149,2024-04-01 18:18:15.938575,Piacenza,16.8
100149,2024-05-01 18:18:15.938575,Piacenza,15.1
100149,2024-06-01 18:18:15.938575,Piacenza,15.8
100149,2024-07-01 18:18:15.938575,Piacenza,10.3
100149,2024-08-01 18:18:15.938575,Piacenza,14.3
100149,2024-09-01 18:18:15.938575,Piacenza,11.2
100149,2024-10-01 18:18:15.938575,Piacenza,9.8
100149,2024-11-01 18:18:15.938575,Piacenza,15.2
100149,2024-12-01 18:18:15.938575,Piacenza,17.5
100149,2025-01-01 18:18:15.938575,Piacenza,12.8
100149,2025-02-01 18:18:15.938575,Piacenza,13.4
100149,2025-03-01 18:18:15.938575,Piacenza,10.6
100149,2025-04-01 18:18:15.938575,Piacenza,14.0
100149,2025-05-01 18:18:15.938575,Piacenza,16.3
100149,2025-06-01 18:18:15.938575,Piacenza,16.4
100149,2025-07-01 18:18:15.938575,Piacenza,15.6
100149,2025-08-01 18:18:15.938575,Piacenza,12.1
100149,2025-09-01 18:18:15.938575,Piacenza,12.0
100149,2025-10-01 18:18:15.938575,Piacenza,16.4
100149,2025-11-01 18:18:15.938575,Piacenza,16.4
100149,2025-12-01 18:18:15.938575,Piacenza,13.5
100149,2026-01-01 18:18:15.938575,Piacenza,12.7
100150,2024-02-01 18:18:15.938575,Piacenza,17.5
100150,2024-03-01 18:18:15.938575,Piacenza,12.9
100150,2024-04-01 18:18:15.938575,Piacenza,16.2
100150,2024-05-01 18:18:15.938575,Piacenza,13.6
100150,2024-06-01 18:18:15.938575,Piacenza,10.9
100150,2024-07-01 18:18:15.938575,Piacenza,18.8
100150,2024-08-01 18:18:15.938575,Piacenza,14.4
100150,2024-09-01 18:18:15.938575,Piacenza,11.9
100150,2024-10-01 18:18:15.938575,Piacenza,9.8
100150,2024-11-01 18:18:15.938575,Piacenza,10.1
100150,2024-12-01 18:18:15.938575,Piacenza,12.9
100150,2025-01-01 18:18:15.938575,Piacenza,19.8
100150,2025-02-01 18:18:15.938575,Piacenza,12.2
100150,2025-03-01 18:18:15.938575,Piacenza,18.3
100150,2025-04-01 18:18:15.938575,Piacenza,13.6
100150,2025-05-01 18:18:15.938575,Piacenza,10.5
100150,2025-06-01 18:18:15.938575,Piacenza,12.6
100150,2025-07-01 18:18:15.938575,Piacenza,10.2
100150,2025-08-01 18:18:15.938575,Piacenza,11.4
100150,2025-09-01 18:18:15.938575,Piacenza,11.3
100150,2025-10-01 18:18:15.938575,Piacenza,8.3
100150,2025-11-01 18:18:15.938575,Piacenza,18.5
100150,2025-12-01 18:18:15.938575,Piacenza,14.6
100150,2026-01-01 18:18:15.938575,Piacenza,11.9
100151,2024-02-01 18:18:15.938575,Piacenza,14.7
100151,2024-03-01 18:18:15.938575,Piacenza,11.5
100151,2024-04-01 18:18:15.938575,Piacenza,6.0
100151,2024-05-01 18:18:15.938575,Piacenza,22.9
100151,2024-06-01 18:18:15.938575,Piacenza,14.6
100151,2024-07-01 18:18:15.938575,Piacenza,12.2
100151,2024-08-01 18:18:15.938575,Piacenza,8.2
100151,2024-09-01 18:18:15.938575,Piacenza,9.5
100151,2024-10-01 18:18:15.938575,Piacenza,19.0
100151,2024-11-01 18:18:15.938575,Piacenza,18.5
100151,2024-12-01 18:18:15.938575,Piacenza,16.3
100151,2025-01-01 18:18:15.938575,Piacenza,10.7
100151,2025-02-01 18:18:15.938575,Piacenza,18.5
100151,2025-03-01 18:18:15.938575,Piacenza,15.3
100151,2025-04-01 18:18:15.938575,Piacenza,16.0
100151,2025-05-01 18:18:15.938575,Piacenza,15.3
100151,2025-06-01 18:18:15.938575,Piacenza,9.5
100151,2025-07-01 18:18:15.938575,Piacenza,10.4
100151,2025-08-01 18:18:15.938575,Piacenza,12.5
100151,2025-09-01 18:18:15.938575,Piacenza,15.9
100151,2025-10-01 18:18:15.938575,Piacenza,9.9
100151,2025-11-01 18:18:15.938575,Piacenza,13.5
100151,2025-12-01 18:18:15.938575,Piacenza,13.5
100151,2026-01-01 18:18:15.938575,Piacenza,16.4
100152,2024-02-01 18:18:15.938575,Piacenza,16.0
100152,2024-03-01 18:18:15.938575,Piacenza,11.0
100152,2024-04-01 18:18:15.938575,Piacenza,18.3
100152,2024-05-01 18:18:15.938575,Piacenza,10.5
100152,2024-06-01 18:18:15.938575,Piacenza,17.3
100152,2024-07-01 18:18:15.938575,Piacenza,12.3
100152,2024-08-01 18:18:15.938575,Piacenza,14.5
100152,2024-09-01 18:18:15.938575,Piacenza,14.7
100152,2024-10-01 18:18:15.938575,Piacenza,14.6
100152,2024-11-01 18:18:15.938575,Piacenza,16.0
100152,2024-12-01 18:18:15.938575,Piacenza,15.2
100152,2025-01-01 18:18:15.938575,Piacenza,16.4
100152,2025-02-01 18:18:15.938575,Piacenza,15.4
100152,2025-03-01 18:18:15.938575,Piacenza,10.2
100152,2025-04-01 18:18:15.938575,Piacenza,14.8
100152,2025-05-01 18:18:15.938575,Piacenza,12.3
100152,2025-06-01 18:18:15.938575,Piacenza,10.7
100152,2025-07-01 18:18:15.938575,Piacenza,13.1
100152,2025-08-01 18:18:15.938575,Piacenza,14.5
100152,2025-09-01 18:18:15.938575,Piacenza,14.7
100152,2025-10-01 18:18:15.938575,Piacenza,17.2
100152,2025-11-01 18:18:15.938575,Piacenza,17.9
100152,2025-12-01 18:18:15.938575,Piacenza,15.0
100152,2026-01-01 18:18:15.938575,Piacenza,15.6
100153,2024-02-01 18:18:15.938575,Piacenza,14.3
100153,2024-03-01 18:18:15.938575,Piacenza,16.3
100153,2024-04-01 18:18:15.938575,Piacenza,15.5
100153,2024-05-01 18:18:15.938575,Piacenza,13.8
100153,2024-06-01 18:18:15.938575,Piacenza,20.5
100153,2024-07-01 18:18:15.938575,Piacenza,12.4
100153,2024-08-01 18:18:15.938575,Piacenza,18.4
100153,2024-09-01 18:18:15.938575,Piacenza,9.9
100153,2024-10-01 18:18:15.938575,Piacenza,16.4
